ID_of_the_statement	label	statement	subject	speaker	speakers_job_title	state_info	party_affiliation	barely_true_counts	false_counts	half_true_counts	mostly_true_counts	pants_on_fire_counts	venue
2046.json	mostly-true	Under President George W. Bush, the U.S. had 52 months of ... uninterrupted job creation and revenues were at an all-time high in 2007.	economy,history,taxes	ed-gillespie	Republican strategist	Washington, D.C.	republican	2	3	2	2	1	an appearance on NBC's Meet the Press
5522.json	half-true	Says Gov. Scott Walker didnt balance the budget so we now have a larger state deficit 14 months into (his) term than we did when he was elected.	state-budget	kathleen-falk			democrat	1	3	3	1	0	an appearance at Marquette University
13275.json	false	Says that compared to direct sales by manufacturers, consumers save avg of $500 per car sold through franchised dealer model.	transportation	texas-automobile-dealers-association	Advocacy group	Texas	none	0	1	0	0	0	a tweet
6892.json	mostly-true	Says that Josh Mandel voted to let insurance companies deny coverage for autism	education,health-care,message-machine-2012	national-education-association			none	0	0	0	1	0	a television ad
13424.json	false	Prior to Obamacare here in Wisconsin, 95 percent of Wisconsinites were covered by insurance. After Obamacare, 95 percent of Wisconsinites were covered by insurance. It hasnt had an impact.	health-care	ron-johnson		Wisconsin	republican	14	6	10	10	1	a U.S. Senate debate
11707.json	half-true	Secretary Clinton changes her position on (gun issues) every election year, it seems, having one position in 2000 and then campaigning against President Obama and saying we dont need federal standards.	candidates-biography,guns	martin-omalley	Maryland governor	Maryland	democrat	3	1	10	4	0	the Dec. 19 Democratic presidential debate
12521.json	barely-true	The rifle used by Omar Mateen shoots off 700 rounds in a minute.	guns	alan-grayson	U.S. House of Representatives	Florida	democrat	6	5	4	11	1	an interview with CNN's Erin Burnett after the Orlando shooting
3425.json	false	Building and running the Atlanta Streetcar is projected to create 1,399 jobs.	transportation	john-lewis	Congressman	Georgia	democrat	0	1	2	1	0	a newsletter to constituents
9121.json	false	Wisconsin is one of the bluest states, but under Scott Walker its unemployment rate is around 3.5%.	bipartisanship,elections,job-accomplishments,jobs,labor,states	rush-limbaugh	Radio host		none	9	11	5	2	10	a radio commentary
9280.json	pants-fire	Residential property taxes [in Providence] are up nearly 27 percent under Mayor Taveras.	city-budget,job-accomplishments,campaign-advertising,taxes	gina-raimondo	venture capital company founder	Rhode Island	democrat	2	1	2	5	1	a news release
10439.json	mostly-true	Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned.	guns	virginia-house-democratic-caucus			democrat	0	0	0	1	0	
2977.json	false	Teachers are working their third consecutive year -- some longer than that -- without salary increases.	education	kitty-boitnott	President, Virginia Education Association	Virgina	none	0	1	0	1	0	a news conference.
8335.json	true	The highest paid employee of the State of Rhode Island is a basketball coach.	education,sports,state-budget	deadspin			none	0	0	0	0	0	a website
294.json	false	"I don't have lobbyists running my campaign."	ethics	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	a news conference in a Staples store in Columbia, S.C. 
7786.json	half-true	Expanding Medicaid would require borrowing more money, drastically expanding our deficit.	debt,deficit,federal-budget,health-care,medicaid	will-weatherford	State Representative	Florida	republican	2	3	4	3	0	an op-ed
10986.json	mostly-true	After (Jeb) Bushs two terms in office, Floridas graduation rate was dead last and remains near the bottom.	education	dan-gelber		Florida	democrat	2	2	1	3	0	a Miami Herald op-ed
8033.json	barely-true	Farming is one of the fastest growing areas of our economy.	agriculture,economy	lincoln-chafee		Rhode Island	democrat	3	5	3	4	0	a newspaper story
10612.json	false	Weve seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.	Alcohol,drugs,marijuana	nancy-devaney	chairwoman, Ocean State Prevention Alliance	Rhode Island	newsmaker	0	1	0	1	0	a TV interview
4512.json	false	If we had been on Obamacare and a bureaucrat was trying to tell me when I could get that CAT scan, that would have delayed my treatment.	health-care	herman-cain		Georgia	republican	4	11	5	3	3	the Fox News Google debate in Orlando
5143.json	mostly-true	The proposed Keystone XL oil pipeline is a bipartisan proposal.	bipartisanship,climate-change,environment	rob-cornilles	consultant	Oregon	republican	1	1	3	1	1	a debate
5914.json	true	On support for gay marriage.	gays-and-lesbians	mitt-romney	Former governor	Massachusetts	republican	34	32	58	33	19	statements to the media.
6989.json	mostly-true	Says Mitt Romney just gave a speech a few weeks ago and said we should still have troops in Iraq.	debates,iraq,military	barack-obama	President	Illinois	democrat	70	71	160	163	9	the third presidential debate
6331.json	mostly-true	Says David Dewhurst explicitly advocated a guest worker program for all illegal immigrants.	immigration,workers	ted-cruz	Senator	Texas	republican	36	33	15	19	8	a Republican U.S. Senate debate in Houston
3580.json	barely-true	A Republican proposal changes Medicare for those under age 55 so that they will participate in the same kind of health plan that members of Congress do.	corrections-and-updates,federal-budget,health-care,medicare,abc-news-week	mike-pence	Governor	Indiana	republican	8	10	12	5	0	an interview on "This Week with Christiane Amanpour"
6019.json	barely-true	Says the Affordable Care Act was a federal takeover of the student loan industry and profits on the loans go to help pay for the health care law.	corrections-and-updates,education,federal-budget,health-care	kelly-ayotte	U.S. Senator	New Hampshire	republican	2	1	1	4	0	an email to the news media
1469.json	false	"Barack Obama had 150 days in the U.S. Senate where he was able to vote quite often 'present.' "	candidates-biography	sarah-palin		Alaska	republican	9	19	9	6	6	an interview with FoxNews.com
9922.json	mostly-true	Much more than 50 percentof parents out there are spankers.	families	donald-trump	President-Elect	New York	republican	63	114	51	37	61	an interview on ESPN's "Mike and Mike"
2421.json	half-true	Wisconsin is one of the highest taxed states in the nation.	taxes	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a statement on campaign web site
2388.json	false	Says opponent Bill Flores helped run a company that laid off over 3,000 workers and paid off executives with millions.	candidates-biography,economy,message-machine	chet-edwards	U.S. House member	Texas	democrat	0	2	0	0	0	a TV ad.
3350.json	pants-fire	Says Michelle Obama has 43 people on her staff; Nancy Reagan had just 3.	deficit,federal-budget,pundits	glenn-beck			none	5	7	7	2	6	his radio program
4445.json	barely-true	Says Rick Perry doubled spending in a decade.	state-budget,state-finances	keep-conservatives-united	Super-PAC	North Carolina	republican	1	0	0	0	1	a video advertisement.
11084.json	half-true	Texas still owns all of its public lands. If the federal govt wants to create a park, they must ask permission!	history,recreation,states	glenn-hegar	Farmer	Texas	republican	0	1	1	1	0	a tweet
9527.json	false	The 9-0 decision last week was the 13th time the Supreme Court voted 9-0 that the president had exceeded his constitutional authority.	supreme-court	bob-goodlatte	U.S. Congressman	Virginia	republican	0	1	4	3	0	comments on "Fox News Sunday"
6872.json	false	Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.	health-care,medicare,privacy,public-health	tommy-thompson		Wisconsin	republican	6	8	2	5	3	an interview
10116.json	barely-true	The projected $1.8 billion state budget shortfall for 2015-17 actually comes from an assumption based on zero growth. That just doesnt happen.	state-budget,state-finances	scott-walker	Milwaukee County Executive	Wisconsin	republican	26	41	32	40	11	a debate
6733.json	false	Says if we do nothing and continue to let Obamacare siphon off that $700 billion dollars off the top of it, Medicare goes away in less than 10 years -- certain accounts of it -- and it just falls apart at the seams.	health-care,medicare	jon-runyan	Congressman	New Jersey	republican	1	3	0	0	0	an interview with Townsquare Media New Jersey
12679.json	false	Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling F-16s and advanced weapons to the folks who harbored Osama bin Laden.	terrorism	kelli-ward			republican	0	1	0	0	0	a campaign advertisement
12830.json	false	Says Donald Trump doesnt make a thing in America.	job-accomplishments	hillary-clinton	Presidential candidate	New York	democrat	40	29	69	76	7	a speech at Temple University
7703.json	barely-true	Why is President Obama unnecessarily delaying your flight? FAA could cut other spending.	federal-budget	eric-cantor	House Majority Leader	Virginia	republican	9	6	4	4	4	a tweet
8653.json	half-true	John Cornyn has voted to increase the debt, raise taxes, bail out Wall Street banks and fund Obamacare.	corrections-and-updates,debt,financial-regulation,health-care,taxes	senate-conservatives-fund	Political action committee	Virginia	republican	0	0	1	0	0	as quoted by Politico
2447.json	barely-true	Washington politicians run Social Security like a Ponzi scheme.	message-machine,social-security	ron-johnson		Wisconsin	republican	14	6	10	10	1	campaign TV and radio ads
12255.json	true	Says Republican presidential candidate and Gov. John Kasich has spent 177 days out of state and used $350,000 in taxpayer money on his costly campaign.	campaign-finance,state-finances,taxes	ohio-democratic-party		Ohio	democrat	4	1	2	2	2	a Facebook post
5019.json	pants-fire	Ever wonder why no one ever came forward from Obamas past, saying they knew him, attended school with him, was his friend, etc.? Not one person has ever come forward from his past.	candidates-biography	chain-email			none	11	43	8	5	105	a chain e-mail
12778.json	mostly-true	California has the sixth largest economy on planet Earth.	economy,housing	kevin-de-leon	California Senate leader	California	democrat	0	0	0	3	0	a speech at the Democratic National Convention.
786.json	false	Barack Obama's plan calls for "mandates and fines for small businesses."	health-care	john-mccain	U.S. senator	Arizona	republican	31	39	31	37	8	a debate in Nashville, Tenn.
5080.json	false	Says area near proposed northern Wisconsin iron ore mine is 15 hours away from where public hearing on mining was held.	environment,government-regulation	kelda-helen-roys			democrat	0	1	1	0	0	a news release
4300.json	false	Our credit rating went up since Ive been in office.	corrections-and-updates,financial-regulation,state-finances	rick-scott	Governor	Florida	republican	28	23	38	34	7	an interview with Panama City radio station WFLA 94.5
